source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,source_n_cells,target_n_cells,min_source_target_n_cells
T cells proliferating,Macrophages FOLR2,MIF,TNFRSF14,0.35229647,0.126,0.122347474,0.13280407,0.034393072,0.0013621559,0.8693897,1.0,0.9626304123920246,40,6473,40
Macrophages IFN-activated,Stem cells,HBEGF,CD82,0.3783608,0.0,0.13710538,1.0226686,0.62697864,0.0107998075,0.87572074,0.039502323917205,0.962634264564634,818,2790,818
Macrophages proliferating,Th17,ICAM4,ITGB1,0.143689,0.0,0.01642581,0.58813936,0.089848086,0.0020779585,0.70921373,0.5138241756635594,0.9626465040083424,127,3171,127
Monocytes inflammatory,Goblet cells,VEGFA,EGFR,0.19825295,0.0,0.034274705,0.6739687,0.33793744,0.013206358,0.7789134,0.039502323917205,0.9626552919202354,50,9555,50
Macrophages IFN-activated,Stem cells,BSG,SLC16A1,0.35308248,0.0,0.12235263,0.44130862,0.09208763,0.004368386,0.86939216,0.5041042358537223,0.962666753152804,818,2790,818
cDC2,Macrophages FOLR2,CD99,PILRA,0.19825195,0.88,0.038670026,0.50170934,-0.047787517,0.0015872485,0.7891274,1.0,0.9626916336202548,203,6473,203
Macrophages proliferating,Paneth cells,TNFSF10,TNFRSF10B,0.23122531,0.0,0.033190545,0.34492964,0.18417698,0.0025107067,0.77613336,0.3573800532356616,0.9626916336202548,127,5623,127
B cell germinal center,Plasma cell,TGFB1,ITGB1,0.1332154,1.0,0.016425995,-0.118742585,-0.1870724,0.000268423,0.7092149,1.0,0.9627064079638812,1063,21820,1063
Tuft cells,Monocytes,VEGFA,ITGB1,0.2413293,0.0,0.03318964,0.2214939,0.15115875,0.0012015159,0.776131,0.8464751847516493,0.9627643197641796,288,767,288
Th memory,B cell cycling,SPTAN1,PTPRA,0.1288532,0.356,0.01642603,0.011504647,-0.00567884,0.00072303205,0.7092151,1.0,0.9627663107451778,8461,224,224
B cell germinal center,Macrophages LYVE1,GRN,TNFRSF1A,0.20140919,0.857,0.033189487,-0.058289334,-0.17861634,0.0004406814,0.7761306,1.0,0.962800664208108,1063,48,48
Monocytes inflammatory,Macrophages IFN-activated,GRN,TNFRSF1B,0.35032165,0.0,0.12237126,0.5614004,0.337158,0.0016758867,0.86940074,0.4347341691154927,0.9628121253420489,50,818,50
Goblet cells,B cell germinal center,LGALS9,CD47,0.37827832,0.0,0.13936165,0.35517576,0.27203923,0.0017043117,0.8766062,0.4192640965180828,0.9628165997990908,9555,1063,1063
Tc,Capillary endothelial cells,TGFB1,ACVR1B_TGFBR2,0.19824328,0.021,0.035746586,0.46563274,0.17621776,0.0042998604,0.78251255,0.9543958889803992,0.9628188367730688,6712,5,5
Tc,Neutrophils,TGFB1,CXCR4,0.19824328,0.552,0.035746586,-0.0025658011,-0.2615239,0.0002706044,0.78251255,1.0,0.9628188367730688,6712,5,5
Stem cells,Tuft cells,LAMB3,CD44,0.13598634,0.993,0.016426103,-0.041071117,-0.06498445,0.0008497199,0.7092156,1.0,0.9628262123522444,2790,288,288
Colonocytes BEST4,Macrophages immature,HLA-F,LILRB1,0.19823751,0.053,0.033392403,0.20301326,0.062190026,0.001043657,0.7766597,1.0,0.962873355839954,338,551,338
Macrophages FOLR2,Macrophages proliferating,TGFB1,LPP,0.35677975,0.0,0.12238047,0.54295623,0.42243654,0.0029147647,0.86940503,0.0967953143073204,0.9628848169245084,6473,127,127
Colonocytes,Neutrophils,DEFB1,CCR6,0.12855983,0.055,0.01642623,0.47429174,0.18283638,0.00903169,0.70921636,1.0,0.9628861127850916,12656,5,5
Macrophages immature,Th naive,THBS1,CD47,0.198237,0.0,0.039297435,0.28751433,0.13244121,0.0011427073,0.7904634,0.9205688416667224,0.9629097030278946,551,1182,551
Th effector,B cell memory,TIMP1,CD63,0.19823365,1.0,0.03376858,-0.47525847,-1.1257348,0.00011144163,0.77762973,1.0,0.9629460511305292,1258,5004,1258
Colonocytes DUOX2,Stem cells,GUCA2B,GUCY2C,0.3536183,0.0,0.12238452,0.808026,0.60611594,0.016476974,0.86940694,0.039502323917205,0.9629938611582514,4757,2790,2790
Colonocytes BEST4,Colonocytes DUOX2,SEMA4G,PLXNB2,0.24851853,0.0,0.033186026,0.754394,0.3885302,0.014771032,0.77612156,0.039502323917205,0.9630005749995568,338,4757,338
Treg,Capillary endothelial cells,TNFSF10,TNFRSF10A,0.12856148,0.154,0.01642669,0.40025222,-0.012715027,0.0023093033,0.7092192,1.0,0.9630059101281754,449,5,5
Treg,Neutrophils,TNFSF10,CCR6,0.12856148,0.312,0.01642669,0.08326781,-0.05839493,0.00078320695,0.7092192,1.0,0.9630059101281754,449,5,5
Treg,Neutrophils,TNFSF10,TNFRSF10A,0.12856148,0.128,0.01642669,0.40025225,-0.012715027,0.0023093033,0.7092192,1.0,0.9630059101281754,449,5,5
Macrophages proliferating,Treg,ICOSLG,CD28,0.1982308,0.0,0.03825093,1.1584752,0.34679216,0.019315602,0.78821933,0.039502323917205,0.963018750079926,127,449,127
B cell germinal center,TA cells,GRN,SORT1,0.2014028,0.212,0.033185814,0.090064734,-0.07692161,0.0012061271,0.77612096,1.0,0.9630551009267112,1063,5824,1063
Plasma cell cycling,Macrophages FOLR2,CCL3,CCR1,0.19821788,0.0,0.034188025,0.83385456,0.10049777,0.0018019913,0.7786952,0.4675881240822319,0.9630551009267112,72,6473,72
Enterocytes,B cell germinal center,CD99,PILRB,0.20508376,1.0,0.033184417,-0.012043655,-0.12757154,0.0010431152,0.7761173,1.0,0.963091452688236,17919,1063,1063
Treg,Colonocytes DUOX2,TGFB1,LPP,0.37823445,0.0,0.12358437,0.58705825,0.41209447,0.0029434378,0.8699598,0.0938030135634325,0.9631083530932086,449,4757,449
B cell naive,T cells proliferating,ICOSLG,CTLA4,0.13217571,0.0,0.016426766,1.132864,0.2518025,0.016060589,0.7092197,0.0941752760110946,0.9631257027745216,3019,40,40
B cell germinal center,Capillary endothelial cells,COL9A3,CD44,0.19820695,0.282,0.035736512,0.6156076,0.099987924,0.002901465,0.7824886,1.0,0.963145982045686,1063,5,5
B cell germinal center,Capillary endothelial cells,COL9A3,SDC1,0.19820695,0.146,0.035736512,0.7133023,0.19232062,0.012350271,0.7824886,1.0,0.963145982045686,1063,5,5
Macrophages immature,Paneth cells,LGALS9,PTPRK,0.20569082,0.0,0.033182092,0.25629103,0.16973731,0.0028155595,0.77611125,0.6355294188675913,0.9631641589555512,551,5623,551
Goblet cells,Goblet cells,PLA2G2A,ITGB1,0.3534021,0.0,0.12241427,0.22555682,0.280298,0.0019105822,0.8694207,0.7609005341155366,0.9631756198420725,9555,9555,9555
Th effector,Macrophages IFN-activated,TGFB1,CXCR4,0.37820637,0.0,0.14250025,0.3315094,0.12513146,0.0010787378,0.8778057,1.0,0.9631812946692384,1258,818,818
Th naive,Th naive,IL16,CD4,0.13837382,0.0,0.016426785,0.19434237,0.08104829,0.0006298215,0.7092198,1.0,0.9631855973364468,1182,1182,1182
Monocytes,B cell memory,SEMA4D,CD72,0.1982054,0.0,0.039055113,0.78057396,0.3051564,0.00590383,0.78995067,0.0525909104683375,0.9632005134613648,767,5004,767
Capillary endothelial cells,Macrophages proliferating,GNAI2,UNC5B,0.19846061,0.281,0.03317745,0.5351871,0.055653952,0.0030421966,0.7760991,1.0,0.9632005134613648,5,127,5
Colonocytes BEST4,Colonocytes BEST4,APP,CD74,0.35513204,1.0,0.12241493,-0.16578385,-0.7907612,0.00041066943,0.869421,1.0,0.9632119743230768,338,338,338
T cells proliferating,NK cells,TFF3,CXCR4,0.21978566,1.0,0.03317535,-0.21183328,-2.1900916,9.519228e-05,0.7760936,1.0,0.963236868881964,40,163,40
Tfh,Plasma cell cycling,ARF6,SMAP1,0.19820037,0.812,0.038094204,-0.04918632,-0.08517295,0.0006632814,0.7878765,1.0,0.963236868881964,1216,72,72
Macrophages LYVE1,Colonocytes,CALM1,PTPRA,0.13827832,1.0,0.016426986,-0.6292425,-0.9632289,9.043975e-05,0.7092211,1.0,0.9632454907242216,48,12656,48
B cell cycling,cDC2,HLA-DMB,CD4,0.34990877,0.0,0.12241978,0.81331843,0.42134205,0.0025828204,0.8694233,0.141097689962565,0.9632846860294192,224,203,203
Monocytes,Goblet cells,RETN,CAP1,0.3781917,0.0,0.12482873,2.090198,0.40922108,0.010095482,0.8705254,0.039502323917205,0.9632907094719104,767,9555,767
Goblet cells,Th effector,PLA2G2A,ITGB1,0.20644116,1.0,0.033175256,-0.1073317,-0.041431636,0.0005177832,0.77609336,1.0,0.9632914037281116,9555,1258,1258
Macrophages immature,Colonocytes,ADAM9,ITGA6,0.13736685,0.085,0.016426988,0.04591154,-0.009601407,0.0016291977,0.7092211,1.0,0.9633053829378588,551,12656,551
Macrophages proliferating,Macrophages FOLR2,CD1D,LILRB2,0.37818223,0.0,0.12973766,2.054351,0.7375326,0.021830823,0.87268364,0.0213332042295544,0.9633271817230098,127,6473,127
B cell germinal center,Macrophages FOLR2,CD55,ADGRE5,0.19818312,0.09,0.034561396,0.083209924,-0.016623765,0.00068963476,0.77962977,1.0,0.9633459406325926,1063,6473,1063
Macrophages immature,Plasma cell,CXCL12,ITGB1,0.13322073,0.022,0.016427033,0.23749313,-0.02183117,0.001255629,0.7092214,1.0,0.9633652739773684,551,21820,551
cDC migratory,B cell memory,CCL19,CCR7,0.19818047,0.0,0.037575103,1.9769714,0.40571278,0.0324253,0.78672767,0.0148513635398649,0.9633822997124504,14,5004,14
Colonocytes DUOX2,Plasma cell cycling,FAM3C,CLEC2D,0.208008,0.0,0.03317218,0.30129576,0.18215808,0.0029043173,0.77608526,0.4753239649724173,0.9634004795954448,4757,72,72
Colonocytes DUOX2,Plasma cell cycling,FAM3C,ADGRG5,0.208008,0.0,0.03317218,0.5289974,0.21344678,0.008986289,0.77608526,0.1441856031882857,0.9634004795954448,4757,72,72
Paneth cells,Colonocytes DUOX2,GPI,AMFR,0.19817378,0.0,0.03726227,0.37833327,0.19249669,0.0036665983,0.78602546,0.285206264323609,0.963418659707152,5623,4757,4757
Tuft cells,B cell memory,CD14,TLR6,0.14572418,0.0,0.01642716,0.5437132,0.21896848,0.0043828264,0.70922214,0.1355819722852921,0.963425163842763,288,5004,288
Tc effector,Monocytes,LGALS1,ITGB1,0.35299355,0.0,0.12243213,0.13603212,-0.11553562,0.0007867621,0.869429,1.0,0.9634301204197572,13119,767,767
B cell germinal center,B cell cycling,ST6GAL1,CD22,0.37812048,0.0,0.1429668,1.4235725,0.62967366,0.018145418,0.8779809,0.039502323917205,0.9634366004266108,1063,224,224
Tc effector,Macrophages FOLR2,MIF,CD74_CXCR4,0.12870622,1.0,0.016427428,-0.35531515,-0.66713655,7.9539896e-05,0.70922387,1.0,0.9634850525340536,13119,6473,6473
cDC migratory,Monocytes inflammatory,C1QB,LRP1,0.23667186,0.111,0.033170715,0.24987766,0.06089318,0.001123593,0.77608144,1.0,0.963491382441131,14,50,14
Macrophages FOLR2,NK cells,HLA-F,CD8A,0.3781063,0.0,0.12924828,0.49338353,0.2923905,0.0030669514,0.8724736,0.1252115229993042,0.9635095478540336,6473,163,163
Macrophages immature,cDC2,LGALS9,LRP1,0.20566563,0.0,0.03316692,0.28315744,0.19123344,0.0020875114,0.7760715,0.5360625085022479,0.963527745180432,551,203,203
Tuft cells,Macrophages FOLR2,CALR,ITGAV,0.36013654,0.84,0.1224348,0.4046921,-0.04298541,0.0026306072,0.86943024,1.0,0.96353920581832,288,6473,288
Plasma cell cycling,Colonocytes DUOX2,PLA2G2A,EGFR,0.13155764,0.675,0.01642795,0.27994722,-0.4913972,0.002728974,0.70922714,1.0,0.9635449400512516,72,4757,72
Enterocytes,Macrophages LYVE1,LGALS3BP,ITGB1,0.2657767,0.509,0.033166412,-0.04910726,-0.058220968,0.0004330205,0.7760702,1.0,0.9635641088346224,17919,48,48
Paneth cells,Macrophages proliferating,CD47,SIRPA,0.3781026,0.0,0.12820868,1.4849536,0.46788126,0.005046467,0.87202364,0.039502323917205,0.963564259277607,5623,127,127
Macrophages proliferating,Paneth cells,SIRPA,CD47,0.3781026,0.0,0.12820868,1.4849536,0.46788126,0.005046467,0.87202364,0.039502323917205,0.963564259277607,127,5623,127
Colonocytes DUOX2,Paneth cells,EFNA4,EPHA2,0.13262588,0.0,0.016428351,0.6158394,0.21169263,0.020830961,0.70922965,0.14683780365335,0.963604826394369,4757,5623,4757
Colonocytes,Monocytes,ARF6,SMAP1,0.19815314,0.999,0.036696658,-0.05800399,-0.05051002,0.00063894794,0.78473634,1.0,0.9636368388877176,12656,767,767
Plasma cell cycling,Monocytes,HLA-DQA1,CD4,0.37809685,0.0,0.14022978,0.7915217,0.10451442,0.0014237453,0.8769417,0.6167664086522585,0.963655446608106,72,767,72
Monocytes,Goblet cells,CD99,PILRB,0.13316637,1.0,0.016428415,-0.15247545,-0.26099074,0.000516409,0.70923007,1.0,0.9636647115634166,767,9555,767
Tfh,Stem cells,CALR,LRP1,0.20382623,1.0,0.03316571,-0.11556831,-0.45213878,0.00071336905,0.77606833,1.0,0.9636732052866448,1216,2790,1216
Tc,Macrophages immature,ACTR2,LDLR,0.20593618,0.999,0.03316356,-0.019207451,-0.09101928,0.00057546305,0.7760627,1.0,0.9637095726005084,6712,551,551
ILC3,Stem cells,IGFBP4,LRP6,0.12853828,0.006,0.016429197,0.52416885,0.2093454,0.012582668,0.709235,0.805550567791951,0.9637245955584068,23,2790,23
Monocytes inflammatory,Monocytes inflammatory,HLA-F,LILRB2,0.19814715,0.208,0.034217745,0.6460609,0.093646735,0.0011686054,0.77877015,1.0,0.9637459408293184,50,50,50
Colonocytes DUOX2,TA cells,ADAM10,NOTCH1,0.19814643,0.0,0.038439225,0.6392589,0.28686446,0.0059232307,0.78862894,0.0642517116613696,0.9637823099730872,4757,5824,4757
Macrophages IFN-activated,Paneth cells,IL6,F3,0.24437353,0.0,0.03315698,1.7263544,0.57744104,0.0270205,0.77604544,0.0350217694245263,0.9637823099730872,818,5623,818
Th effector,Macrophages IFN-activated,HLA-DRA,LAG3,0.12892705,1.0,0.016429536,-0.11986804,-1.2749052,0.00013981677,0.7092371,1.0,0.9637844783793508,1258,818,818
Colonocytes DUOX2,Th memory,DEFB1,CCR6,0.19814411,0.0,0.0372847,0.8207748,0.36262137,0.020500371,0.78607607,0.039502323917205,0.9638186800318256,4757,8461,4757
Plasma cell,Th effector,TIMP2,ITGB1,0.20635709,0.0,0.03315688,0.14786296,0.075224146,0.0009107627,0.7760452,1.0,0.9638186800318256,21820,1258,1258
Colonocytes DUOX2,Th17,CCL20,CCR6,0.36167765,0.0,0.12248119,1.0164897,0.8148502,0.012336378,0.86945176,0.039502323917205,0.9638301404699332,4757,3171,3171
Macrophages IFN-activated,Macrophages FOLR2,VEGFA,EPHB2,0.1338719,0.0,0.016430039,0.25912485,0.13377959,0.0026727472,0.70924026,0.6253923217600841,0.9638443600262594,818,6473,818
ILC3,Macrophages FOLR2,VEGFA,ITGA9,0.19814202,0.0,0.03566437,1.1274617,0.33351254,0.010742136,0.78231657,0.039502323917205,0.963855051005546,23,6473,23
Treg,Tc,ARF6,SMAP1,0.1981391,0.989,0.03832231,-0.05599819,-0.0693869,0.00066725316,0.7883749,1.0,0.9638914228942592,449,6712,449
Tfh,Macrophages immature,ARPC5,LDLR,0.20589553,1.0,0.033154637,-0.07416907,-0.14660853,0.00047633974,0.7760393,1.0,0.9638914228942592,1216,551,551
Enterocytes,Enterocytes,LRPAP1,SORL1,0.12830088,1.0,0.016430154,-0.09195517,-0.10086989,0.0004193881,0.709241,1.0,0.9639042404991452,17919,17919,17919
cDC migratory,Colonocytes BEST4,CXCL10,ADRA2A,0.19813655,0.003,0.03591389,1.048763,0.3785433,0.025471322,0.78290963,0.2703258142102422,0.9639277956979772,14,338,14
cDC2,Macrophages proliferating,LTB,CD40,0.21043918,0.74,0.033153635,0.2926524,-0.14053237,0.00035261607,0.7760367,1.0,0.9639277956979772,203,127,127
Plasma cell cycling,Macrophages immature,IL16,CD4,0.37804848,0.0,0.14214009,1.0864118,0.61524296,0.0054498115,0.87766993,0.039502323917205,0.9639472597079952,72,551,72
ILC3,Tuft cells,TNFSF14,LTBR,0.135844,0.001,0.016430661,0.5222192,0.17286503,0.004785217,0.7092442,0.6623585211228162,0.9639641197980188,23,288,23
Enterocytes,Colonocytes DUOX2,LAMB3,CD44,0.21358949,0.0,0.033152957,0.13343088,0.120955676,0.0017149975,0.7760349,1.0,0.963964169416711,17919,4757,4757
Monocytes,Macrophages immature,TGM2,ITGB1,0.19813202,0.0,0.038414117,0.44225514,0.18627737,0.0043850644,0.78857446,0.1935439793213853,0.963964169416711,767,551,551
Macrophages immature,Neutrophils,APOE,SORL1,0.3780437,0.001,0.1425293,0.94623953,0.68897897,0.0065799374,0.8778166,0.0725321876972071,0.9639837378067588,551,5,5
cDC migratory,Macrophages proliferating,LGALS9,MRC2,0.19813061,0.052,0.03681321,0.9917408,0.15515265,0.008206687,0.7850041,0.4672518205154828,0.9640005440504728,14,127,14
Macrophages LYVE1,Macrophages proliferating,ENTPD1,ADORA3,0.23463723,0.0,0.033152454,1.3817878,0.38953674,0.006350017,0.77603364,0.039502323917205,0.9640005440504728,48,127,48
B cell germinal center,B cell memory,CD99,CD81,0.37803227,0.822,0.12549692,0.0018852204,-0.1399102,0.0005716075,0.870826,1.0,0.9640202162301736,1063,5004,1063
B cell naive,Monocytes,GRN,SORT1,0.13083468,1.0,0.016430855,-0.044434138,-0.2316077,0.00059717393,0.7092454,1.0,0.9640239979228924,3019,767,767
NK cells,Macrophages FOLR2,PTPN6,CD300LF,0.20161802,0.0,0.033152275,0.7894785,0.25176096,0.004075648,0.7760331,0.0942084195432328,0.9640369195992738,163,6473,163
Colonocytes DUOX2,TA cells,S100A4,ERBB2,0.19812454,1.0,0.03656479,0.1941644,-0.25599283,0.0011534333,0.7844321,1.0,0.9640369195992738,4757,5824,4757
Macrophages IFN-activated,Macrophages proliferating,HLA-F,LILRB1,0.3780309,0.0,0.14290059,1.0471042,0.46816722,0.004466261,0.8779561,0.039502323917205,0.9640566949782174,818,127,127
Monocytes inflammatory,Enterocytes,TGFB1,LPP,0.19811906,0.065,0.038386326,0.10314414,0.069327325,0.0009142562,0.78851414,1.0,0.964073296063125,50,17919,50
Plasma cell,Monocytes inflammatory,MDK,ITGA4_ITGB1,0.1295291,1.0,0.016430879,-0.059488937,-0.30814618,0.0005785064,0.70924556,1.0,0.9640838748737772,21820,50,50
Th memory,Colonocytes DUOX2,LMAN1,MCFD2,0.19811676,0.979,0.035089377,0.14959662,-0.08300866,0.0012673484,0.7809294,1.0,0.9641096734420382,8461,4757,4757
T cells proliferating,Colonocytes,LRPAP1,SORL1,0.20540348,0.157,0.03315167,0.079721816,0.029216118,0.0008462134,0.77603155,1.0,0.9641096734420382,40,12656,40
Macrophages IFN-activated,Th naive,HBEGF,CD44,0.37802315,0.0,0.13679734,0.58765095,0.38776442,0.0022619069,0.87559825,0.2080409470720192,0.964129653448098,818,1182,818
B cell germinal center,T cells proliferating,TNF,ICOS,0.1375376,0.0,0.016431473,0.4401249,0.21729118,0.0021616796,0.70924926,0.2356978800960096,0.9641437506506844,1063,40,40
Plasma cell,Monocytes,ADAM28,ITGA4,0.19811265,0.0,0.03369094,0.5008861,0.26913095,0.0033601483,0.7774307,0.1185477576614867,0.964146051736025,21820,767,767
ILC3,Tc effector,CD99,CD81,0.35794306,0.659,0.12251498,-0.039396018,-0.123556495,0.0005580255,0.8694674,1.0,0.964157511948451,23,13119,23
B cell memory,Tc naive,HLA-F,CD8B,0.35669744,0.0,0.12251714,0.36994928,0.22924173,0.003175427,0.8694684,0.3013032879907555,0.9641938911323864,5004,406,406
TA cells,Th effector,CD47,SIRPG,0.23216105,0.0,0.033150412,0.31742445,0.17822278,0.0020027934,0.7760283,0.4288287088861411,0.9642006208927938,5824,1258,1258
Th effector,TA cells,SIRPG,CD47,0.23216105,0.0,0.033150412,0.31742445,0.17822278,0.0020027934,0.7760283,0.4288287088861411,0.9642006208927938,1258,5824,1258
B cell cycling,Treg,VIM,CD44,0.37800506,1.0,0.12352667,-0.004852891,-0.49711818,0.00031393813,0.86993337,1.0,0.9642026132162168,224,449,224
Colonocytes,T cells proliferating,LRPAP1,LDLR,0.15319452,0.649,0.01643274,-0.036178008,-0.041739844,0.0006004207,0.7092572,1.0,0.964203625253626,12656,40,40
Macrophages immature,Stem cells,HBEGF,PRLR,0.19810371,0.0,0.038447548,0.7675954,0.38977295,0.018548058,0.78864694,0.039502323917205,0.964218811069266,551,2790,551
B cell germinal center,Plasma cell,CD99,CD81,0.37800258,0.837,0.1254823,0.0018435419,-0.09836073,0.00057154096,0.87081945,1.0,0.964239093587058,1063,21820,1063
cDC migratory,Tuft cells,ARF6,SMAP1,0.19809286,0.647,0.03679452,-0.058043357,-0.085193545,0.00064065185,0.7849612,1.0,0.9642551921085428,14,288,14
TA cells,Plasma cell cycling,ZG16B,CXCR4,0.13287514,0.97,0.016432984,-0.0264941,-0.2865509,0.00046166993,0.70925874,1.0,0.9642634986826132,5824,72,72
cDC2,Tc,ICAM1,IL2RG,0.3779943,0.0,0.13898021,0.62542576,0.38961926,0.0026417735,0.8764579,0.1319281830155111,0.964312055302188,203,6712,203
Plasma cell,Paneth cells,GRN,SORT1,0.14634062,1.0,0.0164356,-0.058675844,-0.23328048,0.0005973464,0.7092751,1.0,0.9643233709376576,21820,5623,5623
B cell memory,Stem cells,LRPAP1,SORT1,0.19809106,0.0,0.03410246,0.33784035,0.073368624,0.0022113284,0.7784793,0.5919165800970733,0.9643279569324668,5004,2790,2790
Colonocytes,B cell memory,LGALS9,CD47,0.35144594,0.0,0.12254832,0.2877684,0.22379225,0.0014986943,0.8694828,0.5567814178557673,0.9643394170190892,12656,5004,5004
Tuft cells,B cell memory,LGALS9,CD47,0.37798485,0.0,0.14285193,0.35126603,0.2774684,0.0017469957,0.87793785,0.396216774127191,0.964348536646432,288,5004,288
Th naive,Capillary endothelial cells,CALM3,PDE1C,0.19809045,0.163,0.038771883,8.477335,0.00030092895,0.011765316,0.7893462,0.0388661642879283,0.964364340717137,1182,5,5
Neutrophils,Stem cells,CALM1,AQP1,0.3596369,0.885,0.12255255,0.4581036,-0.4610472,0.0029288505,0.8694848,1.0,0.9643758007785626,5,2790,5
Macrophages IFN-activated,Macrophages LYVE1,IL15RA,AXL,0.13159738,0.0,0.016435625,0.5385231,0.18228692,0.004262753,0.7092753,0.202321236048392,0.9643832420187708,818,48,48
Monocytes,Stem cells,VEGFA,EPHB2,0.37798017,0.0,0.13237563,1.2533054,0.65207756,0.021534132,0.8737977,0.0386093955497619,0.9643850183150964,767,2790,767
Monocytes inflammatory,B cell memory,VCAN,ITGA4,0.1980885,0.0,0.035399828,1.4865075,0.47261658,0.0071214493,0.78168195,0.039502323917205,0.9644007254169616,50,5004,50
Macrophages IFN-activated,Paneth cells,VEGFA,CD44,0.19808605,0.001,0.03858312,0.13011682,0.014992423,0.0008646128,0.7889402,1.0,0.9644371110319516,818,5623,818
Stem cells,Th memory,HLA-DPB1,CD4,0.13046679,1.0,0.016436348,0.024591535,-0.66671205,0.00011045368,0.70927984,1.0,0.9644431119259644,2790,8461,2790
TA cells,Tc effector,ICAM3,ITGAL,0.19808447,0.0,0.037987355,0.1987849,0.040496185,0.0015264695,0.78764164,0.880035317826005,0.9644734975621192,5824,13119,5824
TA cells,Colonocytes DUOX2,LRPAP1,SORL1,0.36131993,0.0,0.12255821,0.5314348,0.37758565,0.0031283607,0.8694874,0.0945735760701111,0.9644849575478804,5824,4757,4757
Colonocytes BEST4,Stem cells,SERPINA1,LRP1,0.12933387,0.906,0.016436655,0.07056566,-0.4014465,0.0012516208,0.70928174,1.0,0.9645029806592496,338,2790,338
B cell germinal center,Colonocytes,MIF,TNFRSF14,0.19808298,1.0,0.03878056,-0.17789821,-0.29375273,0.00043176347,0.7893648,1.0,0.9645098850074758,1063,12656,1063
